Position,Environment,Site,Logger ID,Month,Coverage,d1_0cm_mean,d1_0cm_DTR,d2_0cm_mean,d2_0cm_DTR,d3_0cm_mean,d3_0cm_DTR,d4_0cm_mean,d4_0cm_DTR,d5_0cm_mean,d5_0cm_DTR,d6_0cm_mean,d6_0cm_DTR,d7_0cm_mean,d7_0cm_DTR,d8_0cm_mean,d8_0cm_DTR,d9_0cm_mean,d9_0cm_DTR,d10_0cm_mean,d10_0cm_DTR,d11_0cm_mean,d11_0cm_DTR,d1_5cm_mean,d1_5cm_DTR,d2_5cm_mean,d2_5cm_DTR,d3_5cm_mean,d3_5cm_DTR,d4_5cm_mean,d4_5cm_DTR,d5_5cm_mean,d5_5cm_DTR,d6_5cm_mean,d6_5cm_DTR,d7_5cm_mean,d7_5cm_DTR,d8_5cm_mean,d8_5cm_DTR,d9_5cm_mean,d9_5cm_DTR,d10_5cm_mean,d10_5cm_DTR,d11_5cm_mean,d11_5cm_DTR,d1_10cm_mean,d1_10cm_DTR,d2_10cm_mean,d2_10cm_DTR,d3_10cm_mean,d3_10cm_DTR,d4_10cm_mean,d4_10cm_DTR,d5_10cm_mean,d5_10cm_DTR,d6_10cm_mean,d6_10cm_DTR,d7_10cm_mean,d7_10cm_DTR,d8_10cm_mean,d8_10cm_DTR,d9_10cm_mean,d9_10cm_DTR,d10_10cm_mean,d10_10cm_DTR,d11_10cm_mean,d11_10cm_DTR,d1_15cm_mean,d1_15cm_DTR,d2_15cm_mean,d2_15cm_DTR,d3_15cm_mean,d3_15cm_DTR,d4_15cm_mean,d4_15cm_DTR,d5_15cm_mean,d5_15cm_DTR,d6_15cm_mean,d6_15cm_DTR,d7_15cm_mean,d7_15cm_DTR,d8_15cm_mean,d8_15cm_DTR,d9_15cm_mean,d9_15cm_DTR,d10_15cm_mean,d10_15cm_DTR,d11_15cm_mean,d11_15cm_DTR,d1_20cm_mean,d1_20cm_DTR,d2_20cm_mean,d2_20cm_DTR,d3_20cm_mean,d3_20cm_DTR,d4_20cm_mean,d4_20cm_DTR,d5_20cm_mean,d5_20cm_DTR,d6_20cm_mean,d6_20cm_DTR,d7_20cm_mean,d7_20cm_DTR,d8_20cm_mean,d8_20cm_DTR,d9_20cm_mean,d9_20cm_DTR,d10_20cm_mean,d10_20cm_DTR,d11_20cm_mean,d11_20cm_DTR,d1_underground_mean,d1_underground_DTR,d2_underground_mean,d2_underground_DTR,d3_underground_mean,d3_underground_DTR,d4_underground_mean,d4_underground_DTR,d5_underground_mean,d5_underground_DTR,d6_underground_mean,d6_underground_DTR,d7_underground_mean,d7_underground_DTR,d8_underground_mean,d8_underground_DTR,d9_underground_mean,d9_underground_DTR,d10_underground_mean,d10_underground_DTR,d11_underground_mean,d11_underground_DTR
3_Edge,Edge,3,3875,June,86.29,23.7196875,9.61,25.17083333,7.21,24.44427083,9.91,22.74166667,2.01,23.29489583,5.45,23.843125,10.55,25.02427083,7.81,24.06197917,5.32,22.79302083,6.65,23.51989583,9.86,24.620625,8.67,23.2603125,2.06,24.1934375,2.58,24.05770833,3.48,22.68927083,0.77,23.02364583,1.41,23.30885417,2.23,24.15260417,2.88,23.79208333,1.89,22.73541667,1.71,23.1678125,2.78,23.7671875,1.89,23.03958333,1.42,23.63958333,1.38,23.75572917,1.85,22.7390625,0.35,22.92958333,0.73,23.07270833,1.2,23.69145833,1.5,23.5328125,0.99,22.8890625,1.03,23.000625,1.37,23.37104167,0.94,22.755,1.2,23.16072917,1.12,23.3659375,1.07,22.62322917,0.34,22.6890625,0.52,22.76833333,0.81,23.23802083,1.07,23.2378125,0.6,22.85541667,1.11,22.78958333,0.86,23.03083333,0.73,22.31635417,0.9,22.55447917,0.69,22.8471875,0.52,22.43854167,0.39,22.3721875,0.26,22.4321875,0.43,22.72770833,0.77,22.8375,0.47,22.745625,0.9,22.54208333,0.47,22.66604167,0.55,22.8428125,1.395,23.38705729,1.4425,23.50664063,1.73,22.62252604,0.4625,22.75361979,0.73,22.89552083,1.1675,23.45244792,1.555,23.35005208,0.9875,22.80638021,1.1875,22.87502604,1.37,23.20877604,1.0275
3_Edge,Edge,3,3875,April_1,77.13,15.51270833,9.65,18.43052083,15.14,18.13770833,8.07,19.08520833,8.2,20.79302083,6.78,20.98395833,6.87,21.29427083,8.33,21.79833333,14.54,20.99197917,8.06,20.08979167,2.91,17.6684375,3.73,15.301875,2.23,16.603125,3,17.13520833,1.67,17.73135417,1.24,18.95291667,1.67,19.65729167,1.41,20.12052083,2.06,20.55864583,2.53,20.2340625,1.24,19.795625,0.77,18.6184375,2.14,15.313125,1.67,16.38270833,2.49,16.96166667,1.33,17.50947917,1.16,18.6359375,1.5,19.3775,1.37,19.8603125,1.45,20.26770833,2.14,20.02052083,0.94,19.64989583,0.6,18.70354167,1.8,15.22322917,1.28,16.07729167,2.02,16.68458333,1.07,17.1790625,0.99,18.178125,1.33,18.96291667,1.24,19.46427083,1.08,19.83375,1.71,19.69135417,0.73,19.40072917,0.47,18.65020833,1.55,15.19104167,0.82,15.8459375,1.55,16.45052083,0.9,16.91229167,0.86,17.77864583,1.2,18.57052083,0.98,19.08020833,0.86,19.44708333,1.25,19.39114583,0.47,19.19,0.35,18.62947917,1.2,15.25731771,1.5,16.22726563,2.265,16.80799479,1.2425,17.33304688,1.0625,18.38640625,1.425,19.14205729,1.25,19.63132813,1.3625,20.02679688,1.9075,19.83427083,0.845,19.5090625,0.5475,18.65041667,1.6725
3_Edge,Edge,3,3875,May,76.57,20.56302083,14.42,22.83822917,18.37,22.9375,21.7,22.59416667,18.66,23.54072917,20.25,22.81583333,7.46,23.97385417,22.09,23.900625,10.98,24.15552083,13.68,23.74979167,19.14,23.71416667,7.29,19.2203125,2.87,20.95,3.13,21.57666667,3.17,21.64677083,2.92,22.2678125,3.26,22.32239583,2.92,22.58416667,3.64,23.155,3.56,23.16927083,2.53,22.92916667,3.52,23.26739583,2.83,18.77135417,1.98,20.229375,2.06,21.025,1.42,21.2378125,1.2,21.7165625,1.33,21.95864583,1.28,22.08791667,0.95,22.7046875,1.5,22.73020833,1.29,22.64052083,1.81,22.86291667,1.38,18.4325,1.63,19.695,1.72,20.54,1.21,20.83854167,0.99,21.26614583,1.11,21.55041667,0.99,21.67885417,0.78,22.21958333,1.03,22.28947917,0.86,22.29083333,1.16,22.42979167,1.03,18.12135417,1.03,19.0465625,1.2,19.8415625,0.81,20.20822917,0.6,20.601875,0.78,20.93270833,0.73,21.0990625,0.52,21.52614583,0.77,21.65979167,0.56,21.735625,0.61,21.8103125,0.65,18.63638021,1.8775,19.98023438,2.0275,20.74580729,1.6525,20.98283854,1.4275,21.46309896,1.62,21.69104167,1.48,21.8625,1.4725,22.40135417,1.715,22.4621875,1.31,22.39903646,1.775,22.59260417,1.4725
3_Edge,Edge,3,3875,March,74.32,17.09364583,6.01,17.77447917,6.74,17.76020833,2.7,17.11375,4.63,14.46041667,8.84,9.7075,3.18,8.842083333,1.21,7.513958333,4.72,9.734270833,3.6,8.899270833,8.5,9.529791667,11.11,15.8325,1.71,16.67489583,1.67,16.83385417,0.73,16.89083333,1.37,16.10135417,3.47,12.59760417,2.32,11.03708333,1.03,9.941979167,1.68,10.2709375,1.2,10.46895833,2.96,10.2078125,2.53,15.63114583,1.5,16.45520833,1.59,16.65177083,0.73,16.79864583,1.08,16.24395833,2.83,13.12552083,2.27,11.53364583,1.12,10.4675,1.46,10.50552083,0.91,10.79770833,2.27,10.49364583,1.89,15.34833333,1.33,16.12572917,1.33,16.3678125,0.69,16.59322917,0.77,16.22875,2.14,13.5475,2.23,11.9346875,1.15,10.90864583,1.24,10.70114583,0.64,11.00989583,1.72,10.68125,1.33,15.09729167,1.03,15.83375,1.03,16.12072917,0.56,16.388125,0.56,16.194375,1.55,13.97739583,2.14,12.3934375,1.12,11.38572917,1.12,10.99572917,0.39,11.2615625,1.2,10.94125,0.95,15.47731771,1.3925,16.27239583,1.405,16.49354167,0.6775,16.66770833,0.945,16.19210938,2.4975,13.31200521,2.24,11.72471354,1.105,10.67596354,1.375,10.61833333,0.785,10.88453125,2.0375,10.58098958,1.675
3_Forest,Forest,3,3880,February,91.56,11.40291667,0.6,8.787291667,5.14,6.6009375,2.58,8.430520833,2.83,10.11458333,2.44,12.7771875,2.19,13.605625,3.13,11.55177083,1.93,12.7790625,3.01,14.41302083,2.83,13.15760417,5.83,11.47416667,0.77,10.23260417,2.92,8.144895833,1.07,8.988854167,1.24,10.21927083,0.94,12.14979167,2.11,13.30625,1.68,11.90947917,0.9,12.7409375,0.82,13.930625,1.38,13.5778125,2.66,11.53833333,0.82,11.03104167,1.75,9.335729167,1.16,9.5009375,0.6,10.373125,0.82,11.74020833,1.72,13.06125,1.25,12.21052083,0.68,12.646875,0.55,13.52125,1.16,13.63947917,1.33,11.59479167,0.72,11.4003125,1.2,10.03666667,1.03,9.891979167,0.39,10.513125,0.68,11.59166667,1.38,12.87541667,1.33,12.34822917,0.72,12.58333333,0.6,13.27104167,0.94,13.56760417,0.77,11.71239583,0.56,11.7025,0.78,10.67927083,0.98,10.360625,0.17,10.74666667,0.6,11.52020833,1.08,12.67010417,1.24,12.47729167,0.6,12.54020833,0.47,13.0759375,0.73,13.4584375,0.39,11.57992188,0.7175,11.09161458,1.6625,9.549140625,1.06,9.685598958,0.6,10.46304688,0.76,11.75046875,1.5725,12.97825521,1.375,12.23638021,0.725,12.62783854,0.61,13.44971354,1.0525,13.56083333,1.2875
3_Forest,Forest,3,3880,January,92.09,11.31947917,2.1,8.889895833,3.78,8.8171875,1.25,8.985,3.69,11.27322917,2.18,8.666666667,8.36,10.69541667,3.56,12.221875,3.73,13.3075,3.91,12.26302083,5.75,13.9815625,3.26,11.14479167,1.93,10.09604167,2.4,9.668854167,0.64,9.632708333,1.41,11.2490625,1.03,10.26260417,4.41,10.74208333,2.18,12.0415625,1.24,13.1315625,1.46,12.70572917,2.57,13.60479167,1.03,11.195,1.68,10.98989583,1.46,10.42822917,0.38,10.31802083,0.3,11.31,1.03,11.19979167,2.31,10.96104167,1.46,11.97802083,0.9,12.92322917,0.9,12.91541667,1.24,13.34645833,1.07,11.33947917,1.16,11.45447917,0.95,10.93270833,0.3,10.79239583,0.26,11.40760417,0.85,11.59114583,1.37,11.19541667,0.81,11.9475,0.77,12.76614583,0.73,12.951875,0.73,13.20104167,0.86,11.6190625,0.68,11.84854167,0.51,11.44145833,0.22,11.27614583,0.22,11.61197917,0.6,11.8890625,0.73,11.55052083,0.43,12.03458333,0.56,12.68135417,0.6,12.9653125,0.34,13.13895833,0.6,11.32458333,1.3625,11.09723958,1.33,10.6178125,0.385,10.50481771,0.5475,11.39466146,0.8775,11.23565104,2.205,11.11226563,1.22,12.00041667,0.8675,12.87557292,0.9225,12.88458333,1.22,13.3228125,0.89
3_Forest,Forest,3,3880,March,89.46,16.37114583,8.2,16.88645833,4.25,17.1928125,1.63,16.76416667,2.87,14.39260417,7.25,10.16885417,2.45,9.248020833,0.94,7.9584375,3.91,9.762291667,2.92,8.9640625,6.95,9.688229167,11.11,15.72458333,1.71,16.37,1.67,16.7403125,0.68,16.624375,1.38,15.37635417,4.42,11.68135417,2.27,10.3871875,0.78,9.376354167,1.93,10.144375,1.42,10.05875,3.52,10.14614583,3.51,15.21697917,1.11,15.8515625,1.03,16.22770833,0.61,16.35739583,0.73,15.86333333,2.66,13.01260417,2.14,11.53364583,0.94,10.62166667,1.25,10.69625,0.86,10.8853125,1.93,10.70666667,1.68,14.94145833,0.85,15.5253125,0.81,15.90802083,0.56,16.14239583,0.56,15.95645833,1.81,13.67854167,1.93,12.19625,1.07,11.31510417,1.07,11.06052083,0.47,11.291875,1.24,11.05739583,1.03,14.656875,0.73,15.2028125,0.69,15.57770833,0.51,15.860625,0.51,15.88645833,1.07,14.19947917,1.72,12.8309375,1.08,11.97166667,0.94,11.53958333,0.25,11.68291667,0.77,11.43145833,0.6,15.13497396,1.1,15.73742188,1.05,16.1134375,0.59,16.24619792,0.795,15.77065104,2.49,13.14299479,2.015,11.73700521,0.9675,10.82119792,1.2975,10.86018229,0.75,10.97971354,1.865,10.83541667,1.705
3_Forest,Forest,3,3880,April_2,92.5,15.78354167,7.25,16.33739583,6.87,17.895625,5.49,17.74197917,4.63,16.66479167,5.49,18.89260417,3.34,19.0871875,3.9,20.03041667,4.46,19.36239583,6.57,17.29916667,3.13,18.76572917,4.98,17.16625,3.64,16.74239583,2.53,17.56635417,1.59,17.76885417,1.63,17.0509375,2.01,18.0825,1.41,18.69114583,0.73,19.40489583,1.2,19.45333333,3.09,17.45739583,1.29,18.52270833,1.12,17.60052083,2.23,16.88708333,1.28,17.30822917,1.29,17.59385417,0.81,17.1671875,1.16,17.6425,1.07,18.31947917,0.56,18.87364583,0.85,19.2675,1.84,17.63125,0.64,18.33104167,0.56,17.72354167,1.67,16.9521875,0.9,17.1459375,0.95,17.441875,0.61,17.174375,0.73,17.41697917,0.9,18.08041667,0.65,18.55114583,0.68,19.09114583,1.55,17.7384375,0.73,18.20447917,0.47,17.66947917,1.12,16.9690625,0.6,16.98552083,0.6,17.23697917,0.42,17.10291667,0.52,17.1696875,0.6,17.73979167,0.56,18.1390625,0.56,18.70354167,0.94,17.81979167,0.69,17.9928125,0.38,17.53994792,2.165,16.88768229,1.3275,17.25151042,1.1075,17.51039063,0.8675,17.12385417,1.105,17.57791667,0.995,18.20770833,0.625,18.7421875,0.8225,19.12888021,1.855,17.66171875,0.8375,18.26276042,0.6325
3_Forest,Forest,3,3880,May,93.56,18.81822917,6.86,20.55916667,6.31,21.04114583,7.12,21.03041667,4.72,21.49614583,4.12,21.55322917,3.3,22.05427083,3.73,22.14729167,3.82,22.36447917,3.3,22.01229167,6,22.2415625,2.88,18.16020833,1.68,19.65104167,1.71,20.38104167,1.67,20.52395833,1.33,20.905625,1.33,21.15791667,1.16,21.50364583,0.95,21.77760417,1.33,21.89604167,1.2,21.75520833,1.8,21.90395833,1.03,17.79166667,1.41,18.94072917,1.37,19.74229167,0.99,20.02916667,0.86,20.3384375,0.73,20.65802083,0.77,20.91229167,0.69,21.21260417,0.68,21.34583333,0.6,21.37145833,0.94,21.4134375,0.68,17.63583333,1.12,18.54760417,1.11,19.3146875,0.86,19.669375,0.77,19.9575,0.68,20.299375,0.73,20.51145833,0.52,20.79979167,0.52,20.95322917,0.52,21.05552083,0.64,21.06833333,0.56,17.49291667,0.73,18.1728125,0.85,18.83645833,0.69,19.23697917,0.6,19.52770833,0.52,19.86645833,0.55,20.06291667,0.38,20.34458333,0.43,20.50052083,0.43,20.63645833,0.38,20.66,0.38,17.77015625,1.235,18.82804688,1.26,19.56861979,1.0525,19.86486979,0.89,20.18231771,0.815,20.49544271,0.8025,20.74757813,0.635,21.03364583,0.74,21.17390625,0.6875,21.20466146,0.94,21.26143229,0.6625
3_Forest,Forest,3,3880,April_1,87.68,15.09677083,6.95,17.09322917,6.35,17.27447917,5.06,18.08333333,5.23,19.580625,3.9,19.9928125,5.54,20.238125,7.67,20.45979167,6.09,19.95677083,2.88,19.4684375,1.98,17.42989583,2.79,15.24208333,3.69,16.2178125,2.23,16.69770833,1.46,17.30385417,0.99,18.495625,0.98,19.22729167,1.16,19.56395833,2.06,19.8609375,2.23,19.69604167,0.86,19.51145833,0.69,18.21229167,2.15,15.10770833,1.58,15.71489583,1.63,16.2840625,1.03,16.76739583,0.86,17.74145833,1.28,18.56,1.42,18.90552083,0.94,19.1959375,1.42,19.14291667,0.56,19.07604167,0.39,18.35552083,1.38,14.99208333,0.99,15.45083333,1.25,16.00739583,0.78,16.438125,0.73,17.28854167,1.38,18.150625,1.59,18.45510417,0.68,18.74572917,1.03,18.74979167,0.3,18.71166667,0.26,18.2684375,1.07,14.91364583,0.64,15.2346875,0.86,15.72729167,0.55,16.09333333,0.56,16.793125,1.03,17.59791667,1.15,17.9403125,0.6,18.23458333,0.6,18.30822917,0.26,18.29802083,0.21,18.050625,0.78,15.06388021,1.725,15.65455729,1.4925,16.17911458,0.955,16.65067708,0.785,17.5796875,1.1675,18.38395833,1.33,18.71622396,1.07,19.00929688,1.32,18.97424479,0.495,18.89929688,0.3875,18.22171875,1.345
3_Forest,Forest,3,3880,June,95.51,22.81604167,3.26,23.93239583,4.63,23.53135417,6.09,22.45541667,1.37,22.695625,2.91,22.84177083,3.47,23.7496875,4.46,23.40072917,3.43,22.31375,3.22,22.67364583,5.02,23.45583333,3,22.56447917,1.15,23.19177083,1.25,23.34166667,1.93,22.49197917,0.47,22.6090625,0.77,22.65208333,1.29,23.11708333,1.24,23.11,1.12,22.41885417,0.99,22.56072917,1.37,22.92375,0.86,22.22822917,1.12,22.5628125,0.9,22.85302083,0.82,22.34989583,0.26,22.335625,0.47,22.34135417,0.65,22.62,0.9,22.70375,0.65,22.39572917,0.68,22.34125,0.69,22.53385417,0.64,21.99291667,1.42,22.18677083,0.64,22.48947917,0.51,22.203125,0.34,22.114375,0.34,22.11552083,0.52,22.32458333,0.68,22.45697917,0.73,22.353125,0.77,22.198125,0.47,22.30614583,0.47,21.5971875,1.16,21.7290625,0.52,22.03677083,0.39,21.93989583,0.38,21.8178125,0.22,21.81104167,0.26,21.95583333,0.51,22.10385417,0.9,22.18135417,0.86,21.96083333,0.34,22.01791667,0.39,22.09570313,1.2125,22.41760417,0.8275,22.68023438,0.9125,22.24622396,0.3625,22.21921875,0.45,22.23,0.68,22.504375,0.8325,22.59364583,0.85,22.33726562,0.825,22.26523438,0.7175,22.44541667,0.59
4_Field,Field,4,3885,April_1,39.39,19.1553125,33.8,25.460625,36.98,22.1215625,35.7,22.7065625,36.42,24.6028125,36.63,23.9696875,25.01,25.62489583,32.86,27.68958333,35.14,23.64145833,17.37,21.62614583,8.28,18.87125,5.92,18.11802083,11.58,21.6596875,14.07,20.5246875,10.29,20.72666667,9.31,22.80510417,10.04,22.70510417,8.41,23.91791667,13.99,25.34114583,14.97,23.07822917,6.56,21.56739583,3.6,19.5484375,5.06,17.93625,5.53,20.36291667,6.78,19.95864583,4.84,20.06875,3.13,21.7665625,4.29,21.87416667,3.69,23.026875,6.48,24.27645833,7.73,22.62270833,3.35,21.46572917,2.02,19.98760417,3.18,17.690625,2.7,19.25604167,4.46,19.36135417,2.27,19.4478125,1.59,20.71791667,2.48,21.10708333,2.14,22.1040625,2.78,23.14729167,4.29,22.13677083,1.63,21.309375,1.16,20.22416667,1.97,17.57177083,1.37,18.526875,2.58,18.91552083,1.28,19.004375,1.03,19.9603125,1.72,20.5103125,1.5,21.32145833,1.67,22.19145833,2.44,21.71614583,0.81,21.14666667,0.73,20.3328125,1.37,17.82916667,5.295,19.95138021,6.9725,19.69005208,4.67,19.81190104,3.765,21.31247396,4.6325,21.54916667,3.935,22.59257813,6.23,23.73908854,7.3575,22.38846354,3.0875,21.37229167,1.8775,20.02325521,2.895
4_Field,Field,4,3885,January,43.48,14.3990625,15.27,9.030833333,4.94,9.494895833,2.7,9.837708333,7.21,12.7353125,6.73,9.186354167,11.97,12.5796875,11.28,13.500625,9.01,14.87552083,11.11,14.9015625,20.34,16.04041667,13.09,13.70489583,9.48,10.42895833,3.43,10.3309375,1.63,10.3740625,3.05,12.71645833,3.77,10.85875,7.3,12.15072917,5.37,13.07010417,2.58,14.58739583,4.8,14.85708333,10.04,15.45302083,4.12,13.09354167,5.4,11.51197917,2.27,11.03541667,0.95,10.99885417,1.08,12.575,2.36,11.9346875,4.12,12.0240625,3.26,12.90447917,1.37,14.20739583,2.32,14.73739583,5.07,14.95375,2.61,12.7590625,2.79,12.18260417,1.41,11.59875,0.52,11.496875,0.6,12.4371875,1.67,12.38927083,2.23,12.09822917,1.63,12.77020833,0.9,13.78291667,1.59,14.40114583,2.4,14.52885417,1.54,12.79,1.63,12.67520833,0.86,12.11625,0.39,11.970625,0.43,12.51729167,1.03,12.7053125,1.2,12.3746875,0.86,12.84385417,0.6,13.62479167,1.03,14.25020833,1.38,14.3834375,0.94,13.086875,4.825,11.6996875,1.9925,11.27033854,0.8725,11.21010417,1.29,12.56148438,2.2075,11.97200521,3.7125,12.16192708,2.78,12.89716146,1.3625,14.050625,2.435,14.56145833,4.7225,14.82976563,2.3025
4_Field,Field,4,3885,May,41.84,27.41770833,48.69,31.9909375,48.34,29.58833333,50.5,26.39333333,38.82,28.4025,41.53,25.60177083,29.18,27.74625,32.94,27.20979167,29.65,27.35364583,29.86,27.14302083,38.22,25.549375,15.75,22.4746875,8.62,24.8296875,8.45,25.20010417,8.8,23.950625,5.32,24.85760417,6.39,24.62479167,5.58,24.89375,4.93,25.49760417,6.39,25.3015625,5.02,25.249375,7.12,25.2896875,4.29,21.71864583,4.42,23.78802083,4.64,24.50989583,5.06,23.61864583,3,24.34177083,3.26,24.22760417,3.17,24.35947917,2.71,24.99854167,3.51,24.89135417,2.96,24.90822917,4.12,24.9025,2.66,20.87989583,3.52,22.65760417,3.73,23.59375,2.79,23.10395833,1.81,23.61666667,2.02,23.69302083,1.84,23.77583333,1.5,24.35166667,2.01,24.33260417,1.76,24.43072917,2.4,24.35916667,1.68,20.3415625,2.28,21.809375,2.41,22.8353125,1.8,22.71072917,0.99,23.0571875,1.33,23.20208333,1.03,23.289375,0.95,23.76802083,1.25,23.84791667,1.03,23.9825,1.25,23.90677083,1.03,21.35369792,4.71,23.27117188,4.8075,24.03476563,4.6125,23.34598958,2.78,23.96830729,3.25,23.936875,2.905,24.07960938,2.5225,24.65395833,3.29,24.59335938,2.6925,24.64270833,3.7225,24.61453125,2.415
4_Field,Field,4,3885,June,55.95,25.454375,22.26,29.88052083,25.27,28.64270833,28.27,23.81197917,4.59,24.76385417,11.84,25.14239583,18.32,28.04177083,24.37,25.67802083,11.45,24.0125,18.07,25.53895833,20.85,26.95270833,17.37,24.93645833,4.03,27.2640625,6.26,27.2975,7.89,24.08791667,1.42,24.54322917,2.01,24.94552083,3.39,26.52895833,5.28,25.76427083,3.05,24.140625,2.06,25.296875,4.85,25.9090625,3.48,24.78364583,2.66,26.60541667,4.38,26.95645833,5.07,24.21510417,0.95,24.4478125,1.29,24.83708333,2.31,26.1103125,3.52,25.64385417,2.02,24.28010417,1.37,25.13364583,2.92,25.62885417,2.27,24.50302083,2.1,25.79510417,3.13,26.39645833,2.96,24.31208333,1.07,24.31770833,0.9,24.613125,1.46,25.56989583,2.58,25.36791667,1.28,24.3715625,1.29,24.8646875,1.72,25.246875,1.71,24.1840625,1.46,25.03739583,1.97,25.760625,1.68,24.43197917,1.07,24.20802083,0.6,24.396875,0.81,25.0578125,1.71,25.09041667,0.73,24.4665625,0.94,24.63770833,1.11,24.9203125,1.12,24.60179687,2.5625,26.17549479,3.935,26.60276042,4.4,24.26177083,1.1275,24.37919271,1.2,24.69815104,1.9925,25.81674479,3.2725,25.46661458,1.77,24.31471354,1.415,24.98322917,2.65,25.42627604,2.145
4_Field,Field,4,3885,April_2,41.59,18.53895833,28.44,23.693125,32.78,24.005,33.03,20.53666667,13.51,19.46552083,15.74,23.11979167,21.1,22.15885417,22.06,24.09020833,19,22.21052083,17.29,18.60291667,7.12,21.7728125,22.86,18.61916667,7.98,21.1928125,12.52,22.36479167,10.81,20.60322917,5.32,19.190625,5.5,21.54125,5.28,21.488125,6.99,23.17104167,7.59,22.09989583,8.06,18.60197917,3.56,20.73322917,7.59,19.18479167,4.37,20.64041667,6.52,21.6559375,5.28,20.59197917,3.09,19.3234375,3.01,20.80322917,2.01,21.09739583,2.61,22.46895833,3.9,21.9725,4.97,18.880625,1.63,20.38239583,2.49,19.57479167,2.83,20.19885417,3.69,20.95114583,3.17,20.44583333,1.81,19.44875,1.8,20.18666667,1.71,20.67322917,1.2,21.715,2.23,21.6690625,2.79,19.26447917,0.81,20.10479167,1.11,19.7703125,1.8,19.8775,2.1,20.43458333,1.89,20.26864583,1.07,19.5425,1.16,19.80479167,1.2,20.33260417,0.69,21.0996875,1.46,21.33802083,1.46,19.64458333,1.03,19.96333333,0.82,19.28726563,4.245,20.47739583,6.2075,21.35161458,5.2875,20.47742188,2.8225,19.37632813,2.8675,20.58398438,2.55,20.89783854,2.8725,22.11367188,3.795,21.76986979,4.32,19.09791667,1.7575,20.2959375,3.0025
4_Field,Field,4,3885,March,35.68,20.01572917,19.57,19.94260417,19.82,18.7946875,6.99,17.7546875,10.08,14.894375,20.08,9.6246875,6.05,9.046875,2.79,7.369895833,7.33,11.0065625,22.4,10.50677083,32.65,14.10375,34.57,18.3515625,6.82,18.7465625,6.65,18.24875,2.23,17.76802083,3.65,16.1353125,8.84,11.47958333,2.57,10.40208333,1.41,9.070416667,3.56,10.6903125,3.78,11.00979167,9.05,12.73625,12.52,17.61239583,3.73,18.20583333,3.9,17.8421875,1.07,17.708125,2.36,16.82947917,5.58,12.805625,2.1,11.44864583,1.15,10.27239583,2.19,10.97697917,1.8,11.77604167,5.15,12.86416667,6.7,16.83802083,2.53,17.52697917,2.06,17.36854167,0.73,17.465,1.42,17.12520833,3.56,13.94989583,2.11,12.43520833,1.21,11.35614583,1.5,11.37947917,0.98,12.23333333,2.91,12.89385417,3.9,16.35520833,1.71,17.0715625,1.46,17.0790625,0.56,17.28,0.95,17.21677083,1.98,14.84427083,1.97,13.34239583,1.2,12.29822917,1.24,11.915,0.65,12.59791667,1.68,13.00833333,2.28,17.28929688,3.6975,17.88773438,3.5175,17.63463542,1.1475,17.55528646,2.095,16.82669271,4.99,13.26984375,2.1875,11.90708333,1.2425,10.74929688,2.1225,11.24044271,1.8025,11.90427083,4.6975,12.87565104,6.35
4_Field,Field,4,3885,February,32.08,12.17552083,2.92,8.8153125,7.59,6.7740625,5.71,9.228229167,7.93,10.87802083,7.25,17.38416667,20.29,15.21197917,8.58,12.12291667,5.02,13.67291667,12.95,17.66927083,20.76,14.43364583,16.77,12.2884375,0.9,10.35770833,4.51,8.019270833,2.49,9.57625,3.09,11.05208333,2.49,15.81385417,10.04,15.2253125,5.19,12.45416667,2.58,13.74833333,3.27,16.68958333,7.93,14.859375,7.51,12.359375,0.9,11.3340625,2.92,9.223854167,1.07,9.98125,0.99,11.13833333,1.08,14.50208333,5.75,14.90583333,2.79,12.81854167,1.12,13.73177083,1.67,15.73302083,4.6,15.00770833,3.69,12.40135417,0.6,11.94395833,1.81,10.3096875,1.07,10.45979167,0.68,11.21833333,0.94,13.499375,3.3,14.4253125,1.59,13.13802083,0.9,13.59135417,0.86,14.92614583,2.75,14.8509375,1.84,12.59927083,0.39,12.42541667,1.07,11.20385417,1.07,10.99197917,0.43,11.44208333,0.68,13.00135417,2.1,14.12802083,1.33,13.47427083,0.82,13.59291667,0.64,14.5009375,1.63,14.75697917,0.91,12.41210938,0.6975,11.51528646,2.5775,9.689166667,1.425,10.25231771,1.2975,11.21270833,1.2975,14.20416667,5.2975,14.67111979,2.725,12.97125,1.355,13.66609375,1.61,15.46242187,4.2275,14.86875,3.4875
